person_age,person_income,person_employment_length,loan_grade,loan_amount,loan_interest_rate,loan_status,loan_to_income_ratio,cb_credit_history_length,person_income_log,loan_amount_log,loan_grade_numeric,credit_history_bins,person_home_ownership_other,person_home_ownership_own,person_home_ownership_rent,loan_purpose_education,loan_purpose_home-improvement,loan_purpose_medical,loan_purpose_personal,loan_purpose_venture,cb_person_default_on_file_Y
23,47000,7.0,B,8000,10.65,0,0.17,3,10.757924157061597,8.987321812850125,2,"(0, 5]",0,0,0,0,0,1,0,0,0
25,33280,1.0,B,5500,11.171000000000006,0,0.17,4,10.412741942560633,8.612685172875459,2,"(0, 5]",0,0,1,0,0,1,0,0,0
23,33600,1.0,B,5500,11.035300000000001,0,0.16,3,10.42231110741318,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,0,0,0
25,47000,9.0,A,4000,6.62,0,0.09,4,10.757924157061597,8.294299608857235,1,"(0, 5]",0,1,0,0,0,0,0,1,0
21,47000,2.0,A,5400,8.9,0,0.11,3,10.757924157061597,8.594339400592892,1,"(0, 5]",0,0,0,0,0,1,0,0,0
24,33900,3.0,D,5500,17.58,0,0.16,2,10.431199791458544,8.612685172875459,4,"(0, 5]",0,0,1,1,0,0,0,0,0
23,33996,1.0,C,5500,13.47,0,0.16,2,10.43402756441122,8.612685172875459,3,"(0, 5]",0,0,1,1,0,0,0,0,1
26,34000,3.0,D,5500,16.89,0,0.16,2,10.434145214930489,8.612685172875459,4,"(0, 5]",0,0,1,0,0,0,1,0,1
26,34000,1.0,C,5500,13.11,0,0.16,3,10.434145214930489,8.612685172875459,3,"(0, 5]",0,0,1,0,0,0,0,1,0
26,47000,8.0,A,12500,8.49,0,0.27,2,10.757924157061597,9.433563920090563,1,"(0, 5]",0,1,0,0,0,0,0,1,0
25,47000,5.0,B,10400,11.49,0,0.22,2,10.757924157061597,9.249657234353132,2,"(0, 5]",0,0,0,1,0,0,0,0,0
26,36000,2.0,B,5500,10.65,0,0.15,2,10.491301994830229,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,36000,5.0,E_or_lower,5500,17.14,0,0.15,3,10.491301994830229,8.612685172875459,6,"(0, 5]",0,0,1,1,0,0,0,0,1
21,36500,2.0,A,5500,7.51,0,0.15,2,10.505094936455558,8.612685172875459,1,"(0, 5]",0,0,1,0,0,0,0,1,0
24,37000,3.0,B,5500,9.2,0,0.15,2,10.518700218288163,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,38400,2.0,A,5500,6.92,0,0.14,3,10.555838779903407,8.612685172875459,1,"(0, 5]",0,0,1,0,0,0,0,0,0
23,47000,1.0,A,6000,5.99,0,0.13,2,10.757924157061597,8.699681400989514,1,"(0, 5]",0,0,0,0,0,0,0,1,0
22,38500,0.0,A,5500,7.74,0,0.14,2,10.55843949396453,8.612685172875459,1,"(0, 5]",0,0,1,0,0,0,1,0,0
22,47000,6.0,A,3000,5.42,0,0.06,3,10.757924157061597,8.006700845440367,1,"(0, 5]",0,1,0,0,0,1,0,0,0
25,40000,6.0,B,5500,10.654800000000007,0,0.14,3,10.59665973278358,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,0,1,0
24,47000,7.0,B,15000,10.74,0,0.32,2,10.757924157061597,9.61587214452889,2,"(0, 5]",0,0,0,0,0,1,0,0,0
24,47000,5.0,A,15000,7.66,0,0.32,3,10.757924157061597,9.61587214452889,1,"(0, 5]",0,0,0,0,0,1,0,0,0
23,40440,0.0,C,5500,12.73,0,0.14,4,10.607599400820764,8.612685172875459,3,"(0, 5]",0,0,1,1,0,0,0,0,0
23,47000,7.0,C,13850,12.68,0,0.29,4,10.757924157061597,9.5361127111751,3,"(0, 5]",0,0,0,0,0,0,0,0,1
26,47000,0.0,A,3000,5.79,0,0.06,2,10.757924157061597,8.006700845440367,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,37000,5.0,D,5500,15.31,1,0.15,2,10.518700218288163,8.612685172875459,4,"(0, 5]",0,0,1,0,0,0,0,0,1
23,43000,1.0,B,5500,11.89,0,0.13,4,10.66897865021924,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,0,0,0
24,37004,2.0,D,5500,15.05,1,0.15,4,10.518808317631567,8.612685172875459,4,"(0, 5]",0,0,1,0,0,0,0,1,0
22,44400,2.0,C,5500,12.73,0,0.12,4,10.70101727068921,8.612685172875459,3,"(0, 5]",0,0,1,1,0,0,0,0,0
22,47000,3.0,A,15000,7.66,0,0.32,2,10.757924157061597,9.61587214452889,1,"(0, 5]",0,0,0,0,0,1,0,0,0
24,47000,1.0,B,6000,11.11,0,0.13,4,10.757924157061597,8.699681400989514,2,"(0, 5]",0,1,0,0,0,0,1,0,0
24,47000,4.0,A,6000,7.66,0,0.13,3,10.757924157061597,8.699681400989514,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,45000,3.0,B,5500,10.38,0,0.12,2,10.714439990727769,8.612685172875459,2,"(0, 5]",0,0,1,1,0,0,0,0,0
22,48000,3.0,B,5500,11.49,0,0.11,4,10.778977123006351,8.612685172875459,2,"(0, 5]",0,0,1,1,0,0,0,0,0
25,48000,3.0,A,5500,7.49,0,0.11,4,10.778977123006351,8.612685172875459,1,"(0, 5]",0,0,1,0,0,1,0,0,0
23,48880,2.0,B,5500,10.99,0,0.11,3,10.797144051901348,8.612685172875459,2,"(0, 5]",0,0,1,1,0,0,0,0,0
21,44000,0.0,D,5500,15.28,1,0.13,3,10.691967639914864,8.612685172875459,4,"(0, 5]",0,0,1,0,0,0,1,0,0
24,47000,1.0,B,8500,11.477099999999998,0,0.18,3,10.757924157061597,9.04793908261736,2,"(0, 5]",0,0,0,0,0,0,0,0,0
22,50000,6.0,A,5500,7.14,0,0.11,3,10.819798284210286,8.612685172875459,1,"(0, 5]",0,0,1,0,0,0,0,0,0
23,47000,4.0,A,7000,7.51,0,0.15,3,10.757924157061597,8.853808274977197,1,"(0, 5]",0,1,0,0,0,1,0,0,0
21,47000,5.0,A,7000,7.14,0,0.15,3,10.757924157061597,8.853808274977197,1,"(0, 5]",0,0,0,0,0,0,1,0,0
23,47000,8.0,A,7500,7.51,0,0.16,4,10.757924157061597,8.922791623969637,1,"(0, 5]",0,0,0,0,0,0,0,1,0
22,44052,3.0,D,5500,15.420899999999993,1,0.12,2,10.693148733472112,8.612685172875459,4,"(0, 5]",0,0,1,0,0,0,0,0,1
23,54000,3.0,A,5500,8.94,0,0.1,3,10.896757843893464,8.612685172875459,1,"(0, 5]",0,0,1,0,0,0,0,1,0
24,54000,6.0,A,5500,8.07,0,0.1,2,10.896757843893464,8.612685172875459,1,"(0, 5]",0,0,1,0,0,0,0,0,0
23,55000,0.0,B,5500,11.71,0,0.1,4,10.915106645867503,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,1,0,0
22,56000,7.0,A,5500,9.38,0,0.1,3,10.933124826700707,8.612685172875459,1,"(0, 5]",0,0,1,1,0,0,0,0,0
24,47000,0.0,A,9000,8.94,0,0.19,3,10.757924157061597,9.105090961257083,1,"(0, 5]",0,0,0,0,0,1,0,0,0
26,51000,3.0,C,5500,13.49,1,0.11,2,10.839600519357369,8.612685172875459,3,"(0, 5]",0,0,1,0,1,0,0,0,1
25,57000,1.0,B,5500,10.99,0,0.1,4,10.950824090522444,8.612685172875459,2,"(0, 5]",0,0,1,0,1,0,0,0,0
26,51600,10.0,B,5500,11.99,1,0.11,3,10.851296331126829,8.612685172875459,2,"(0, 5]",0,0,1,0,1,0,0,0,0
21,59000,1.0,A,5500,5.42,0,0.09,2,10.985309671896765,8.612685172875459,1,"(0, 5]",0,0,1,1,0,0,0,0,0
22,41000,6.0,C,10000,13.57,1,0.24,4,10.62135173563291,9.210440366976515,3,"(0, 5]",0,0,0,1,0,0,0,0,0
22,60000,0.0,A,5500,7.88,0,0.09,2,11.002116507732016,8.612685172875459,1,"(0, 5]",0,0,1,0,0,1,0,0,0
24,47000,5.0,C,10000,13.79,0,0.21,4,10.757924157061597,9.210440366976515,3,"(0, 5]",0,0,0,0,0,0,0,0,1
24,47000,3.0,B,12000,12.21,0,0.26,4,10.757924157061597,9.39274525863144,2,"(0, 5]",0,0,0,0,1,0,0,0,0
25,41000,9.0,C,5000,11.78,1,0.12,3,10.62135173563291,8.517393171418904,3,"(0, 5]",0,0,0,1,0,0,0,0,1
23,62000,7.0,D,5500,17.49,0,0.09,3,11.034905792929417,8.612685172875459,4,"(0, 5]",0,0,1,0,0,0,0,1,0
26,62400,0.0,B,5500,9.76,0,0.09,4,11.041336579870135,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,41000,1.0,B,6600,10.71,1,0.16,2,10.62135173563291,8.79497643168877,2,"(0, 5]",0,0,0,0,0,1,0,0,0
24,62472,2.0,C,5500,12.73,0,0.09,2,11.04248974238561,8.612685172875459,3,"(0, 5]",0,0,1,1,0,0,0,0,0
24,64000,3.0,B,5500,10.75,0,0.09,4,11.06665398721974,8.612685172875459,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,72000,8.0,B,5500,9.91,0,0.08,3,11.184435286790633,8.612685172875459,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,72996,2.0,B,5500,11.49,0,0.08,3,11.198173623395656,8.612685172875459,2,"(0, 5]",0,0,1,0,0,0,1,0,0
24,73700,0.0,C,5500,14.65,0,0.07,3,11.207771646606409,8.612685172875459,3,"(0, 5]",0,0,1,0,0,0,0,1,0
26,90000,0.0,B,5525,11.36,0,0.06,4,11.407576060361786,8.617219505483362,2,"(0, 5]",0,0,1,1,0,0,0,0,0
22,47091,6.0,A,10000,6.892099999999996,0,0.21,3,10.759858414198089,9.210440366976515,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,47100,4.0,B,4000,11.49,0,0.08,3,10.76004951120163,8.294299608857235,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,47110,0.0,B,11000,10.99,0,0.23,4,10.760261798384528,9.305741456739437,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,22000,0.0,C,5550,12.41,1,0.25,3,9.99884318585288,8.621733370690162,3,"(0, 5]",0,0,1,0,0,0,1,0,0
23,24000,7.0,C,5550,12.53,0,0.23,4,10.085850775128716,8.621733370690162,3,"(0, 5]",0,0,1,0,0,0,0,1,0
22,31000,5.0,B,5550,11.36,1,0.18,3,10.34177474101152,8.621733370690162,2,"(0, 5]",0,0,1,0,0,1,0,0,0
22,47004,2.0,A,5550,7.49,0,0.12,4,10.75800925801265,8.621733370690162,1,"(0, 5]",0,0,1,0,0,0,0,1,0
21,47200,1.0,C,7000,13.23,0,0.15,4,10.762170357789897,8.853808274977197,3,"(0, 5]",0,0,0,0,0,1,0,0,0
24,20485,4.0,A,5575,7.9,0,0.27,4,9.92749700499648,8.62622695244036,1,"(0, 5]",0,0,1,0,0,0,1,0,0
24,47211,8.0,B,10000,11.83,0,0.21,3,10.76240337654896,9.210440366976515,2,"(0, 5]",0,1,0,0,0,0,0,1,0
25,28800,5.0,A,5575,6.62,0,0.19,4,10.268165387743457,8.62622695244036,1,"(0, 5]",0,0,1,0,0,0,1,0,0
22,41244,6.0,B,11500,11.58,1,0.28,3,10.627285172294831,9.35018926709258,2,"(0, 5]",0,0,0,0,0,0,0,0,0
22,14400,1.0,D,5600,14.59,1,0.39,2,9.575052927597383,8.630700432209832,4,"(0, 5]",0,0,1,0,0,0,0,1,1
21,18000,1.0,E_or_lower,5600,18.09,1,0.31,4,9.798182590890704,8.630700432209832,6,"(0, 5]",0,0,1,0,1,0,0,0,0
26,47300,3.0,B,6000,12.69,0,0.13,4,10.764286715905593,8.699681400989514,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,47300,5.0,A,9500,8.49,0,0.2,2,10.764286715905593,9.15915233520675,1,"(0, 5]",0,0,0,0,0,0,1,0,0
24,19200,0.0,A,5600,8.9,1,0.29,2,9.862717639992916,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
24,19800,1.0,A,5600,5.79,1,0.28,3,9.893487720457795,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
21,20000,4.0,B,5600,10.75,0,0.28,4,9.90353755128617,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,47412,0.0,A,6500,8.59,0,0.14,2,10.766651731683703,8.77971129020447,1,"(0, 5]",0,0,0,1,0,0,0,0,0
22,47472,6.0,B,20000,11.83,0,0.42,3,10.767916407357609,9.90353755128617,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,24000,0.0,C,5600,12.73,0,0.23,4,10.085850775128716,8.630700432209832,3,"(0, 5]",0,0,1,0,0,1,0,0,0
22,47484,0.0,B,5325,10.62,0,0.11,4,10.768169150677052,8.580355766373877,2,"(0, 5]",0,0,0,1,0,0,0,0,0
23,25000,3.0,B,5600,11.11,0,0.22,4,10.12667110305036,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
21,25000,5.0,A,5600,7.29,0,0.22,2,10.12667110305036,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,1,0
22,26000,0.0,A,5600,8.0,0,0.22,2,10.165890277802454,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
24,47500,7.0,B,12000,9.91,0,0.25,3,10.768506042432708,9.39274525863144,2,"(0, 5]",0,0,0,0,0,0,0,0,0
22,47500,6.0,A,6000,7.9,0,0.13,3,10.768506042432708,8.699681400989514,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,28000,0.0,D,5600,14.12,1,0.2,2,10.239995502805316,8.630700432209832,4,"(0, 5]",0,0,1,0,0,0,1,0,1
24,47500,3.0,B,13750,11.71,0,0.29,4,10.768506042432708,9.528866827722943,2,"(0, 5]",0,0,0,0,0,1,0,0,0
21,30000,1.0,D,5600,14.46,1,0.19,2,10.308985993422082,8.630700432209832,4,"(0, 5]",0,0,1,0,0,0,1,0,0
21,30000,3.0,C,5600,13.61,0,0.19,2,10.308985993422082,8.630700432209832,3,"(0, 5]",0,0,1,1,0,0,0,0,1
23,30000,3.0,B,5600,11.013400000000004,0,0.19,4,10.308985993422082,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
25,30000,9.0,C,5600,13.807100000000009,1,0.19,4,10.308985993422082,8.630700432209832,3,"(0, 5]",0,0,1,0,1,0,0,0,1
24,30996,2.0,A,5600,7.49,0,0.18,2,10.34164570459081,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
24,47500,8.0,A,7000,7.74,0,0.15,3,10.768506042432708,8.853808274977197,1,"(0, 5]",0,0,0,0,1,0,0,0,0
22,32000,3.0,A,5600,7.9,0,0.17,3,10.373522431293592,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
25,33600,6.0,B,5600,9.25,0,0.17,3,10.42231110741318,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
22,47540,4.0,B,12250,10.62,0,0.26,2,10.769347775610916,9.41336284529417,2,"(0, 5]",0,0,0,0,0,1,0,0,0
22,47580,6.0,A,4000,6.62,0,0.08,2,10.77018880087022,8.294299608857235,1,"(0, 5]",0,0,0,0,0,1,0,0,0
21,47580,5.0,A,14000,6.03,0,0.29,2,10.77018880087022,9.546884034617923,1,"(0, 5]",0,0,0,1,0,0,0,0,0
25,29004,0.0,C,5600,13.79,1,0.19,4,10.275223507900163,8.630700432209832,3,"(0, 5]",0,0,1,0,0,0,1,0,0
23,36000,1.0,A,5600,7.9,0,0.16,4,10.491301994830229,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
26,41682,7.0,C,18000,13.22,1,0.43,3,10.6378486508044,9.798182590890704,3,"(0, 5]",0,0,0,0,0,0,0,0,1
25,47700,1.0,A,12375,7.9,0,0.26,4,10.77270764101727,9.4235143922529,1,"(0, 5]",0,0,0,0,1,0,0,0,0
25,36276,0.0,B,5600,9.99,0,0.15,4,10.49893921062262,8.630700432209832,2,"(0, 5]",0,0,1,1,0,0,0,0,0
24,38000,5.0,A,5600,6.62,0,0.15,4,10.545367754151744,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
22,47748,5.0,A,4500,6.39,0,0.09,4,10.773713403281205,8.412054873292933,1,"(0, 5]",0,0,0,0,0,0,1,0,0
24,38000,6.0,A,5600,7.300999999999998,0,0.15,3,10.545367754151744,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,1,0
21,47760,2.0,A,15000,6.03,0,0.31,2,10.773964685870736,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,1,0,0
22,47800,5.0,C,1500,13.43,0,0.03,3,10.774801838762809,7.313886831633462,3,"(0, 5]",0,0,0,0,0,0,1,0,1
22,47800,3.0,B,15000,11.86,0,0.31,4,10.774801838762809,9.61587214452889,2,"(0, 5]",0,0,0,0,0,1,0,0,0
22,33000,0.0,C,5600,13.23,1,0.17,4,10.404293143019792,8.630700432209832,3,"(0, 5]",0,0,1,0,0,1,0,0,1
25,40000,2.0,B,5600,10.9616,0,0.14,3,10.59665973278358,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,0,0
23,40000,7.0,C,5600,13.8,0,0.14,3,10.59665973278358,8.630700432209832,3,"(0, 5]",0,0,1,1,0,0,0,0,0
25,40000,9.0,D,5600,14.61,0,0.14,4,10.59665973278358,8.630700432209832,4,"(0, 5]",0,0,1,0,0,1,0,0,1
25,40800,9.0,D,5600,16.77,0,0.14,3,10.616461869895817,8.630700432209832,4,"(0, 5]",0,0,1,0,0,0,1,0,0
26,41000,10.0,C,5600,15.96,0,0.14,4,10.62135173563291,8.630700432209832,3,"(0, 5]",0,0,1,0,0,0,0,0,0
25,42000,6.0,A,5600,7.49,0,0.13,2,10.645448706505872,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
22,47940,4.0,B,15000,10.672700000000006,0,0.31,4,10.777726367178412,9.61587214452889,2,"(0, 5]",0,0,0,0,0,0,0,0,0
22,47952,4.0,A,15000,6.17,0,0.31,4,10.77797664352652,9.61587214452889,1,"(0, 5]",0,0,0,0,0,0,0,1,0
26,43860,6.0,B,5600,9.63,0,0.13,2,10.68878082152957,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
26,48000,10.0,C,11000,13.49,0,0.23,3,10.778977123006351,9.305741456739437,3,"(0, 5]",0,0,0,0,0,0,0,0,0
22,39000,1.0,D,5600,14.96,1,0.14,4,10.5713425658087,8.630700432209832,4,"(0, 5]",0,0,1,0,1,0,0,0,0
21,48000,5.0,B,7350,10.65,0,0.15,2,10.778977123006351,8.902591637374087,2,"(0, 5]",0,0,0,0,0,0,0,1,0
24,48000,8.0,C,2200,15.27,0,0.05,4,10.778977123006351,7.696667081526462,3,"(0, 5]",0,1,0,0,0,0,0,1,1
24,47700,0.0,B,5600,9.99,0,0.12,2,10.77270764101727,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,48000,7.0,B,5600,11.14,0,0.12,3,10.778977123006351,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,48000,7.0,B,5600,10.62,0,0.12,2,10.778977123006351,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,50000,3.0,B,5600,11.49,0,0.11,4,10.819798284210286,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,50000,4.0,B,5600,10.811200000000007,0,0.11,4,10.819798284210286,8.630700432209832,2,"(0, 5]",0,0,1,0,1,0,0,0,0
23,50000,0.0,C,5600,11.03,0,0.11,4,10.819798284210286,8.630700432209832,3,"(0, 5]",0,0,1,0,0,1,0,0,1
23,50004,3.0,B,5600,10.59,0,0.11,4,10.819878279410617,8.630700432209832,2,"(0, 5]",0,0,1,1,0,0,0,0,0
26,51000,5.0,A,5600,7.49,0,0.11,2,10.839600519357369,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,1,0,0
24,52000,2.0,A,5600,7.29,0,0.11,2,10.859018228147889,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
22,42000,4.0,A,3200,7.9,1,0.08,3,10.645448706505872,8.071218539969863,1,"(0, 5]",0,0,0,0,0,0,1,0,0
22,52800,3.0,A,5600,7.29,0,0.11,3,10.874285408908944,8.630700432209832,1,"(0, 5]",0,0,1,1,0,0,0,0,0
24,54000,3.0,B,5600,10.59,0,0.1,4,10.896757843893464,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,48000,7.0,B,10000,10.65,0,0.21,4,10.778977123006351,9.210440366976515,2,"(0, 5]",0,0,0,1,0,0,0,0,0
22,54000,4.0,B,5600,9.63,0,0.1,2,10.896757843893464,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,48000,5.0,B,2400,12.69,0,0.05,4,10.778977123006351,7.783640596221253,2,"(0, 5]",0,1,0,0,0,1,0,0,0
21,55692,5.0,A,5600,6.62,0,0.1,2,10.92760974476828,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,1,0,0
24,56000,8.0,A,5600,6.03,0,0.1,3,10.933124826700707,8.630700432209832,1,"(0, 5]",0,0,1,1,0,0,0,0,0
26,56000,4.0,A,5600,8.59,0,0.1,4,10.933124826700707,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
22,56000,6.0,A,5600,8.32,0,0.1,2,10.933124826700707,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
25,48000,0.0,C,23500,13.49,0,0.49,4,10.778977123006351,10.064798252418376,3,"(0, 5]",0,0,0,0,0,1,0,0,1
23,56880,7.0,B,5600,10.660800000000005,0,0.1,2,10.948716645194592,8.630700432209832,2,"(0, 5]",0,0,1,1,0,0,0,0,0
22,48000,6.0,A,12000,6.03,0,0.25,3,10.778977123006351,9.39274525863144,1,"(0, 5]",0,1,0,0,0,0,0,1,0
22,60000,6.0,B,5600,10.65,0,0.09,4,11.002116507732016,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,60000,1.0,A,5600,7.29,0,0.09,2,11.002116507732016,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,1,0,0
21,60000,3.0,B,5600,9.25,0,0.09,3,11.002116507732016,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,0,0
23,62000,4.0,B,5600,9.99,0,0.09,4,11.034905792929417,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
26,48000,7.0,A,10000,7.283200000000002,0,0.21,3,10.778977123006351,9.210440366976515,1,"(0, 5]",0,0,0,0,0,1,0,0,0
22,48000,0.0,D,1500,16.29,0,0.03,3,10.778977123006351,7.313886831633462,4,"(0, 5]",0,1,0,0,0,0,0,1,0
23,63000,0.0,A,5600,8.49,0,0.09,4,11.050905878263569,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
22,48000,6.0,A,15000,7.229099999999993,0,0.31,4,10.778977123006351,9.61587214452889,1,"(0, 5]",0,0,0,1,0,0,0,0,0
22,48000,5.0,B,3000,11.343100000000002,0,0.06,3,10.778977123006351,8.006700845440367,2,"(0, 5]",0,0,0,0,0,0,1,0,0
24,60500,2.0,D,5600,14.91,1,0.09,3,11.010415172807951,8.630700432209832,4,"(0, 5]",0,0,1,0,0,0,1,0,0
25,68515,2.0,C,5600,12.61,0,0.08,3,11.134822573617877,8.630700432209832,3,"(0, 5]",0,0,1,0,0,1,0,0,0
24,48000,4.0,B,2000,12.69,0,0.04,4,10.778977123006351,7.601402334583733,2,"(0, 5]",0,0,0,0,1,0,0,0,0
24,48000,9.0,A,8400,7.3321000000000005,0,0.17,4,10.778977123006351,9.036106025364846,1,"(0, 5]",0,0,0,0,0,0,0,1,0
24,69000,1.0,B,5600,9.99,0,0.08,3,11.141876276228,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
22,48000,0.0,A,5000,6.03,0,0.1,4,10.778977123006351,8.517393171418904,1,"(0, 5]",0,0,0,0,0,1,0,0,0
23,48000,7.0,B,2500,11.71,0,0.05,3,10.778977123006351,7.824445930877619,2,"(0, 5]",0,0,0,0,0,0,0,0,0
23,69996,7.0,C,5600,13.11,0,0.08,2,11.156207662970246,8.630700432209832,3,"(0, 5]",0,0,1,0,0,0,0,1,1
25,70000,3.0,A,5600,7.9,0,0.08,4,11.156264806643742,8.630700432209832,1,"(0, 5]",0,0,1,0,0,1,0,0,0
23,48000,7.0,B,20000,11.71,0,0.42,4,10.778977123006351,9.90353755128617,2,"(0, 5]",0,1,0,1,0,0,0,0,0
26,48000,10.0,C,13800,13.49,0,0.29,2,10.778977123006351,9.53249633228804,3,"(0, 5]",0,0,0,0,0,0,0,1,1
22,70000,3.0,B,5600,11.14,0,0.08,3,11.156264806643742,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,1,0,0
23,72000,7.0,B,5600,11.12,0,0.08,2,11.184435286790633,8.630700432209832,2,"(0, 5]",0,0,1,0,0,0,0,1,0
23,48000,8.0,A,10500,7.51,0,0.22,2,10.778977123006351,9.259225769705994,1,"(0, 5]",0,0,0,0,0,0,0,1,0
23,48000,8.0,B,10000,10.65,0,0.21,3,10.778977123006351,9.210440366976515,2,"(0, 5]",0,0,0,0,0,0,1,0,0
25,48000,0.0,B,6000,10.65,0,0.13,2,10.778977123006351,8.699681400989514,2,"(0, 5]",0,1,0,0,0,0,1,0,0
25,58650,7.0,D,5600,14.84,1,0.08,4,10.979359904234649,8.630700432209832,4,"(0, 5]",0,0,1,0,0,1,0,0,0
23,79000,4.0,B,5600,11.12,0,0.07,4,11.277215789596893,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
25,81600,2.0,A,5600,5.99,0,0.07,4,11.309596795779068,8.630700432209832,1,"(0, 5]",0,0,1,1,0,0,0,0,0
24,42000,4.0,A,19000,6.99,1,0.45,3,10.645448706505872,9.852246888342531,1,"(0, 5]",0,0,0,0,0,1,0,0,0
21,89610,3.0,A,5600,6.54,0,0.06,4,11.403233359284808,8.630700432209832,1,"(0, 5]",0,0,1,0,0,0,0,0,0
21,48000,5.0,B,15000,10.475000000000005,0,0.31,2,10.778977123006351,9.61587214452889,2,"(0, 5]",0,1,0,0,0,0,0,1,0
23,48000,7.0,A,2500,5.42,0,0.05,3,10.778977123006351,7.824445930877619,1,"(0, 5]",0,1,0,0,0,1,0,0,0
26,102552,10.0,B,5600,9.99,0,0.05,3,11.538135017095064,8.630700432209832,2,"(0, 5]",0,0,1,0,0,1,0,0,0
24,25000,0.0,C,5625,12.68,0,0.23,4,10.12667110305036,8.635153989049803,3,"(0, 5]",0,0,1,0,0,0,0,0,0
25,48000,9.0,A,3500,5.42,0,0.07,4,10.778977123006351,8.160803920954665,1,"(0, 5]",0,0,0,0,0,1,0,0,0
26,36000,0.0,C,5650,13.148099999999998,0,0.16,3,10.491301994830229,8.639587799629844,3,"(0, 5]",0,0,1,1,0,0,0,0,1
22,51000,6.0,B,5650,9.91,0,0.11,4,10.839600519357369,8.639587799629844,2,"(0, 5]",0,0,1,0,0,0,0,1,0
26,48000,10.0,B,2000,10.99,0,0.04,2,10.778977123006351,7.601402334583733,2,"(0, 5]",0,0,0,0,0,0,1,0,0
25,48000,3.0,C,1400,14.79,0,0.03,4,10.778977123006351,7.244941546337007,3,"(0, 5]",0,0,0,0,0,1,0,0,1
22,48000,6.0,A,4400,5.99,0,0.09,3,10.778977123006351,8.38958706681109,1,"(0, 5]",0,0,0,0,0,0,0,0,0
23,67200,7.0,C,5650,13.47,0,0.08,2,11.1154434073529,8.639587799629844,3,"(0, 5]",0,0,1,1,0,0,0,0,0
23,66500,0.0,A,5675,8.096599999999993,0,0.09,2,11.104972264124868,8.644002038279933,1,"(0, 5]",0,0,1,0,0,0,0,1,0
